x_mean,x_std,x_max,x_min,y_mean,y_std,y_max,y_min,z_mean,z_std,z_max,z_min
0.8082920742824986,0.24963453476059058,1.4761078,-0.21920159999999997,0.6050900720315138,0.19992821937845107,1.4565398000000003,0.0006498000000000004,-0.079160486212718,0.21964775316867197,0.49245920000000004,-1.0410461999999998
0.21906323232323233,0.21458719067209567,0.8262544,-0.32578739999999995,0.9791105735537193,0.30489336183805654,2.0184936,0.16966539999999997,-0.18850200697887978,0.21049683868709496,0.5567655999999997,-1.1918396000000002
0.2687665026464208,0.13751808325664544,0.722159,-0.18417039999999993,0.9644481213015184,0.3469034371819671,2.1337982,0.004534599999999861,-0.11859605475054219,0.15433121580459852,0.3952270000000001,-0.6485593999999999
-0.02553822042072862,0.2607391658685928,0.7830322,-0.8074890000000001,1.065556285069266,0.3761008672779389,2.4988739999999994,-0.18292240000000087,-0.06790893268342738,0.3850533265263535,1.2237394000000001,-1.6059082
-0.19246829004952729,0.15564047438314776,0.3172363999999999,-0.9141968,0.9444054390814949,0.2997026273386234,1.8790893999999998,0.032080400000000085,0.20855473543448896,0.23606486121314382,0.8137205999999999,-0.8387238
-0.15666053357798182,0.16799567294659315,0.5174713999999999,-0.6794678000000001,1.0072829947706423,0.28878604190102075,1.8779146000000004,0.17041599999999998,-0.11058358825688076,0.24153519800771484,0.9719331999999999,-0.9699034000000001
0.13583908956158652,0.1711141974054653,0.7664885999999997,-0.6148132000000002,0.9879180326722339,0.36683297684276495,2.1669066000000003,-0.1844054,-0.09724272202505217,0.2071742174690839,0.5560974000000001,-0.9311614
0.3829754200542005,0.21184093839991266,1.1590272,-0.08052379999999992,0.9183594757904248,0.3571081497618608,2.06037,-0.17833279999999976,-0.16733381933152666,0.16000158576287407,0.3176511999999999,-0.7287292
-0.28603820312648043,0.21913918381173603,0.34353039999999985,-1.2681578000000002,0.990616928185694,0.3996174823119046,2.2039763999999997,-0.39558099999999985,-0.056665566745618186,0.21350097439663399,0.8411042,-1.0971986
-0.9937548331861661,0.2928216223347834,-0.13180219999999981,-1.9594269999999998,0.035990998601913175,0.1632820460373629,0.7849579999999998,-0.510022,0.06992402465047824,0.12353257319517594,0.3744811999999999,-0.3069308
-0.2725786397724963,0.4486371679156998,0.9981932,-1.4025999999999998,1.0261918495226492,0.8578138935304002,2.8890837999999994,-0.9456907999999993,-0.09190133122080049,0.3726148982170334,1.3654511999999996,-1.5588228000000002
0.6280735344992047,0.673260670359918,2.3865691999999994,-1.170895400000001,0.8736742385930049,0.8774514627520013,3.1231657999999998,-0.5416563999999997,-0.06446392651033366,0.3221942090127364,1.1849426000000005,-1.1325285999999999
0.0906214896179403,0.265710561814555,0.991568,-0.6770295999999997,0.9882475311877079,0.7960805222870648,2.662915000000001,-0.6180327999999997,-0.1530455207225916,0.30068266939224975,0.36880179999999974,-1.3129028000000003
0.04913158243520399,0.35265439589305475,1.3457124,-1.1931916,1.1629073223195978,0.9422109965270046,3.6396178000000012,-1.1837125999999993,0.008284634346448046,0.6348239236078843,1.7496521999999999,-1.9017119999999998
-0.13614777149986154,0.263822176383489,0.41231079999999987,-1.1105836,0.9693942999168289,0.7947914848995898,2.5824158000000006,-0.6664945999999993,0.1677021740504576,0.27153389688714524,0.9300810000000002,-0.32257979999999986
